source	namespace	owner_type	kind	symbol	line	end_line	signature
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraController.cs		CameraController	method_declaration	ScreenFlash	1178	1182	public void ScreenFlash(Color colour)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraController.cs		CameraController	method_declaration	ScreenFlashLifeblood	1184	1187	public void ScreenFlashLifeblood()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraController.cs		CameraController	method_declaration	ScreenFlashPoison	1189	1192	public void ScreenFlashPoison()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraController.cs		CameraController	method_declaration	ScreenFlashBomb	1194	1197	public void ScreenFlashBomb()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraController.cs		CameraController	method_declaration	ScreenFlashTrobbio	1199	1202	public void ScreenFlashTrobbio()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraController.cs		CameraController	method_declaration	ScreenFlashFrostStart	1204	1207	public void ScreenFlashFrostStart()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraController.cs		CameraController	method_declaration	ScreenFlashFrostDamage	1209	1212	public void ScreenFlashFrostDamage()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraController.cs		CameraController	method_declaration	ScreenFlashPerfectDash	1214	1217	public void ScreenFlashPerfectDash()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs			class_declaration	CameraFade	4	173	public class CameraFade : MonoBehaviour, IOnGUI
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	enum_declaration	FadeTypes	6	11	public enum FadeTypes
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade.FadeTypes	enum_member_declaration	NONE	8	8	NONE = 0
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade.FadeTypes	enum_member_declaration	BLACK_TO_CLEAR	9	9	BLACK_TO_CLEAR = 1
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade.FadeTypes	enum_member_declaration	CLEAR_TO_BLACK	10	10	CLEAR_TO_BLACK = 2
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	field_declaration	backgroundStyle	13	13	private GUIStyle backgroundStyle = new GUIStyle();
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	field_declaration	fadeTexture	15	15	private Texture2D fadeTexture;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	field_declaration	currentScreenOverlayColor	17	17	private Color currentScreenOverlayColor = new Color(0f, 0f, 0f, 0f);
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	field_declaration	targetScreenOverlayColor	19	19	private Color targetScreenOverlayColor = new Color(0f, 0f, 0f, 1f);
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	field_declaration	desiredOverlayColor	21	21	private Color desiredOverlayColor;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	field_declaration	deltaColor	23	23	private Color deltaColor = new Color(0f, 0f, 0f, 0f);
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	field_declaration	fadeGUIDepth	25	25	private int fadeGUIDepth = -1000;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	field_declaration	fadeOnStart	27	30	"[Header(""Fade On Scene Start"")] [Space(6f)] [Tooltip(""Type of fade to do on Start."")] public FadeTypes fadeOnStart;"
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	field_declaration	startDelay	32	33	"[Tooltip(""The time in seconds to wait after Start before performing the delay."")] public float startDelay;"
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	field_declaration	fadeTime	35	36	"[Tooltip(""Time to perform fade in seconds on Start."")] public float fadeTime;"
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	field_declaration	drawGUI	38	38	private bool drawGUI;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	property_declaration	GUIDepth	40	40	public int GUIDepth => 0;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	method_declaration	Awake	42	47	private void Awake()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	method_declaration	Start	49	75	private IEnumerator Start()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	method_declaration	OnDisable	77	80	private void OnDisable()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	method_declaration	OnDestroy	82	89	private void OnDestroy()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	method_declaration	Update	91	114	private void Update()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	method_declaration	ToggleDrawGUI	116	129	private void ToggleDrawGUI(bool draw)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	method_declaration	DrawGUI	131	139	public void DrawGUI()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	method_declaration	SetScreenOverlayColor	141	149	public void SetScreenOverlayColor(Color newScreenOverlayColor)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	method_declaration	StartFade	151	160	public void StartFade(Color newScreenOverlayColor, float fadeDuration)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	method_declaration	FadeToBlack	162	166	public void FadeToBlack(float duration)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraFade.cs		CameraFade	method_declaration	FadeToTransparent	168	172	public void FadeToTransparent(float duration)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShake.cs			class_declaration	CameraShake	4	49	public class CameraShake : MonoBehaviour
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShake.cs		CameraShake	field_declaration	cameraShakes	6	6	private static List<CameraShake> cameraShakes;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShake.cs		CameraShake	field_declaration	cameraShakeFSM	8	8	private PlayMakerFSM cameraShakeFSM;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShake.cs		CameraShake	method_declaration	Init	10	14	[RuntimeInitializeOnLoadMethod(RuntimeInitializeLoadType.BeforeSceneLoad)] private static void Init()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShake.cs		CameraShake	method_declaration	Awake	16	19	protected void Awake()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShake.cs		CameraShake	method_declaration	OnEnable	21	24	protected void OnEnable()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShake.cs		CameraShake	method_declaration	OnDisable	26	29	protected void OnDisable()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShake.cs		CameraShake	method_declaration	ShakeSingle	31	37	public void ShakeSingle(CameraShakeCues cue)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShake.cs		CameraShake	method_declaration	Shake	39	48	public static void Shake(CameraShakeCues cue)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShakeCues.cs			enum_declaration	CameraShakeCues	1	11	public enum CameraShakeCues
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShakeCues.cs		CameraShakeCues	enum_member_declaration	SmallShake	3	3	SmallShake = 0
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShakeCues.cs		CameraShakeCues	enum_member_declaration	SmallRumble	4	4	SmallRumble = 1
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShakeCues.cs		CameraShakeCues	enum_member_declaration	MedRumble	5	5	MedRumble = 2
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShakeCues.cs		CameraShakeCues	enum_member_declaration	FocusRumble	6	6	FocusRumble = 3
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShakeCues.cs		CameraShakeCues	enum_member_declaration	FallRumble	7	7	FallRumble = 4
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShakeCues.cs		CameraShakeCues	enum_member_declaration	FocusRumble2	8	8	FocusRumble2 = 5
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShakeCues.cs		CameraShakeCues	enum_member_declaration	BigRumble	9	9	BigRumble = 6
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraShakeCues.cs		CameraShakeCues	enum_member_declaration	HugeRumble	10	10	HugeRumble = 7
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs			class_declaration	CameraTarget	5	955	public class CameraTarget : MonoBehaviour
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	enum_declaration	TargetMode	7	13	public enum TargetMode
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget.TargetMode	enum_member_declaration	FOLLOW_HERO	9	9	FOLLOW_HERO = 0
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget.TargetMode	enum_member_declaration	LOCK_ZONE	10	10	LOCK_ZONE = 1
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget.TargetMode	enum_member_declaration	BOSS	11	11	BOSS = 2
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget.TargetMode	enum_member_declaration	FREE	12	12	FREE = 3
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	verboseMode	15	15	private bool verboseMode;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	gm	17	18	[HideInInspector] public GameManager gm;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	hero_ctrl	20	21	[HideInInspector] public HeroController hero_ctrl;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	heroTransform	23	23	private Transform heroTransform;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	cameraCtrl	25	25	public CameraController cameraCtrl;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	mode	27	27	public TargetMode mode;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	ignoreXOffset	29	29	private bool ignoreXOffset;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	destination	31	31	public Vector3 destination;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	velocityX	33	33	private Vector3 velocityX;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	velocityY	35	35	private Vector3 velocityY;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	heroPosition_prev	37	37	public Vector3 heroPosition_prev;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	xOffset	39	39	public float xOffset;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	dashOffset	41	41	public float dashOffset;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	wallSprintOffset	43	43	public float wallSprintOffset;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	fallOffset	45	45	public float fallOffset;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	fallOffset_multiplier	47	47	public float fallOffset_multiplier;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	fallStickOffset	49	49	public float fallStickOffset;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	xLockMin	51	51	public float xLockMin;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	xLockMax	53	53	public float xLockMax;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	yLockMin	55	55	public float yLockMin;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	yLockMax	57	57	public float yLockMax;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	enteredLeft	59	59	public bool enteredLeft;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	enteredRight	61	61	public bool enteredRight;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	enteredTop	63	63	public bool enteredTop;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	enteredBot	65	65	public bool enteredBot;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	exitedLeft	67	67	public bool exitedLeft;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	exitedRight	69	69	public bool exitedRight;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	exitedTop	71	71	public bool exitedTop;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	exitedBot	73	73	public bool exitedBot;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	superDashing	75	75	public bool superDashing;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	sprinting	77	77	public bool sprinting;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	harpooning	79	79	public bool harpooning;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	sliding	81	81	public bool sliding;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	ridingUpdraft	83	83	public bool ridingUpdraft;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	wallSprinting	85	85	public bool wallSprinting;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	superJumping	87	87	public bool superJumping;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	camRising	89	89	public bool camRising;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	umbrellaFloating	91	91	public bool umbrellaFloating;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	umbrellaFloatTimer	93	93	public float umbrellaFloatTimer;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	superJumpDestinationY	95	95	public float superJumpDestinationY;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	risingDestinationY	97	97	public float risingDestinationY;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	slowTime	99	99	public float slowTime = 0.5f;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	slowTimeShort	101	101	public float slowTimeShort = 0.25f;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	detachTimeShort	103	103	public float detachTimeShort = 0.25f;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	dampTimeNormal	105	105	public float dampTimeNormal;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	dampTimeSlow	107	107	public float dampTimeSlow;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	dampTimeSlower	109	109	public float dampTimeSlower;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	xLookAhead	111	111	public float xLookAhead;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	runLookAhead	113	113	public float runLookAhead;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	dashLookAhead	115	115	public float dashLookAhead;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	superDashLookAhead	117	117	public float superDashLookAhead;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	sprintLookAhead	119	119	public float sprintLookAhead;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	harpoonLookAhead	121	121	public float harpoonLookAhead;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	slidingLookAhead	123	123	public float slidingLookAhead;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	slidingLookAheadVertical	125	125	public float slidingLookAheadVertical;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	updraftLookahead	127	127	public float updraftLookahead = 12f;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	superJumpLookahead	129	129	public float superJumpLookahead = 12f;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	risingLookAhead	131	131	public float risingLookAhead;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	wallSprintLookAhead	133	133	public float wallSprintLookAhead;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	heroPrevPosition	135	135	private Vector3 heroPrevPosition;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	previousTargetX	137	137	private float previousTargetX;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	dampTime	139	139	private float dampTime;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	dampTimeX	141	141	public float dampTimeX;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	dampTimeY	143	143	public float dampTimeY;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	slowTimer	145	145	private float slowTimer;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	detachTimer	147	147	private float detachTimer;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	snapDistance	149	149	private float snapDistance = 0.15f;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	fallCatcher	151	151	public float fallCatcher;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	detachedFromHero	153	153	public bool detachedFromHero;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	stickToHeroX	155	155	public bool stickToHeroX;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	stickToHeroY	157	157	public bool stickToHeroY;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	enteredFromLockZone	159	159	public bool enteredFromLockZone;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	fallStick	161	161	public bool fallStick;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	isGameplayScene	163	163	private bool isGameplayScene;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	cameraOffsetAreas	165	165	private List<CameraOffsetArea> cameraOffsetAreas = new List<CameraOffsetArea>();
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	previousPosition	167	167	private Vector3 previousPosition;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	field_declaration	previousHeroPosition	169	169	private Vector3 previousHeroPosition;
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	property_declaration	IsFreeModeManual	171	171	public bool IsFreeModeManual
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	property_declaration	IsIgnoringXOffset	173	183	private bool IsIgnoringXOffset
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	GameInit	185	192	public void GameInit()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	SceneInit	194	218	public void SceneInit()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	Update	220	494	public void Update()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	EnterLockZone	496	575	public void EnterLockZone(float xLockMin_var, float xLockMax_var, float yLockMin_var, float yLockMax_var)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	EnterLockZoneInstant	577	605	public void EnterLockZoneInstant(float xLockMin_var, float xLockMax_var, float yLockMin_var, float yLockMax_var)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	ExitLockZone	607	694	public void ExitLockZone()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	SetDampTime	696	725	private void SetDampTime()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	SetSuperDash	727	730	public void SetSuperDash(bool active)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	SetSprint	732	735	public void SetSprint(bool active)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	SetSliding	737	740	public void SetSliding(bool active)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	SetHarpooning	742	745	public void SetHarpooning(bool active)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	SetUpdraft	747	750	public void SetUpdraft(bool active)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	SetSuperJump	752	756	public void SetSuperJump(bool active, float destinationY)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	StartCamRising	758	763	public void StartCamRising(float lookAhead, float destinationY)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	StopCamRising	765	768	public void StopCamRising()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	SetWallSprint	770	773	public void SetWallSprint(bool active)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	FreezeInPlace	775	778	public void FreezeInPlace()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	StartFreeMode	780	785	public void StartFreeMode(bool useXOffset)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	SetIgnoringXOffset	787	790	public void SetIgnoringXOffset(bool value)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	EndFreeMode	792	800	public void EndFreeMode()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	StartLockMode	802	805	public void StartLockMode()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	SetUmbrellaFloating	807	810	public void SetUmbrellaFloating(bool isFloating)
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	EndFallStick	812	815	public void EndFallStick()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	ShortDamp	817	823	public void ShortDamp()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	ShortDetach	825	828	public void ShortDetach()
Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/CameraTarget.cs		CameraTarget	method_declaration	ShorterDetach	830	833	public void ShorterDetach()
