source	guid	sha256	bytes	lines	game_objects	mono_behaviours	fsms	sprite_renderers	animators	audio_sources	colliders_2d	prefab_instances
Assets/Prefabs/UI/Inventory Cursor HUD Variant.prefab	ffbe80b39ad47fa46bc6c8d88ba108db	8aaf89cb1324d3f989acb02bc0a5bc7a94f1d27f314995e6443b2e9201e51b21	15346	545	7	5	0	3	2	0	0	0
Assets/Prefabs/UI/Inventory Cursor.prefab	a3417d9192f148f48b79ebe3b377e4f7	eb990ce9a1df6f4ed5342e011095dcd463bb997aa4831058027b6f5076e6ee31	15356	545	7	5	0	3	2	0	0	0
Assets/Prefabs/UI/Journal/Journal Update Msg.prefab	1d234b23e9a973c4380fb6651d53f459	6b0ff2117df7154f3e6d89de4ae1a4223ac85a147e2ce89c26acaf7dad5e9def	244403	8689	5	12	5	2	0	1	0	0
Assets/Prefabs/UI/Journal/Materium Update Msg.prefab	7a6b6ad9b50ecb24186c1865b63129d4	393628d499e91933825af9bbf1bf8a9c1e388081fefada00cec0257dfdc84793	229424	8166	5	12	5	2	0	1	0	0
Assets/Prefabs/UI/Main Menu/StandaloneLoadingSpinner EndGame.prefab	4065818256112ad40822b04ecb821991	fedc95af59427f5a07da33f41ae1a385e7b54568d400a15b0dbe50fc61d34e4b	10432	363	4	5	0	0	0	0	0	0
Assets/Prefabs/UI/Main Menu/StandaloneLoadingSpinner.prefab	e775c6c9d9a73de47811330cc7317ecd	d59d2952222130fc90a9af1b8e5c42751a1003367402ef0beb993c06796baf7d	10424	363	4	5	0	0	0	0	0	0
Assets/Prefabs/UI/Map/Game_Map_Hornet.prefab	dd23fd0d4db722d40a3790d7bade8a96	6d5d2140bb3d0bc9e6a16848a6af9a26cccc98759b775015f0c4d6ca065f8955	5665169	201340	1561	2168	3	1180	1	1	5	0
Assets/Prefabs/UI/Map/Map Quest Marker Arrow.prefab	d2a389b2dddc54e4bb0960ed221b9236	61d42be1532eded4df475c34c48ab4571ee99f6fad1864fc7b993f112cdf4f9f	3410	121	2	0	0	1	0	0	0	0
Assets/Prefabs/UI/Map/Map Update Msg.prefab	a4a96603351344745af97cea990d7522	987a68206711d9f1c60016510a9cb16a37d2f020941887ea21750abfd0f8528c	82401	2958	5	14	1	2	0	1	0	0
Assets/Prefabs/UI/Map/MarkerPlaceEffect.prefab	ecd8793b896bc984980b49782177918c	090282fe1855e982c527b1eb0b72d7677718ce5d0dffc6ccc8c28101fc174216	6090	210	2	3	0	1	1	0	0	0
Assets/Prefabs/UI/Map/MarkerRemoveEffect.prefab	b34d75e17c76f674c994add86d36b327	a8346afa332d9985ae493ce899de816e815a31386711abdf63147e815d03e324	3707	131	1	1	0	1	1	0	0	0
Assets/Prefabs/UI/Map/Wide Map.prefab	95c2782d52604cb4c82945f4109b7754	62d0fb5f03e41792f9fb7f6b8a0729786e4a7c64d49c74608c8b5dc021293014	585266	20571	119	339	0	84	1	0	0	0
Assets/Prefabs/UI/Messages/Extra Tool Slot UI Msg.prefab	066e9f6d75c251945b603f32455595ea	fa9555defc40dedeccd55a963398852506699525e62ab11d2df02b319a3e4232	48767	1739	13	24	0	5	2	0	0	0
Assets/Prefabs/UI/Messages/Task List Get Msg.prefab	02775b2a3d08d2949a202c29756157c1	0822f673aa4d6e5284b471cd3105dcea93543e72e17c4581f22b5894462c49ae	406953	14559	10	29	9	4	2	0	0	0
Assets/Prefabs/UI/Messages/Tool Crest UI Msg Architect Variant.prefab	cb230a213a06d584592accf13891b9b3	a4e903626a873d082c2ad2bbd2d2f873d105350e2dbf97d38ddd776e2ef6c237	147671	5671	23	47	0	8	2	0	0	0
Assets/Prefabs/UI/Messages/Tool Crest UI Msg.prefab	1ec245defdf94e64e9be38791fe1f310	e78fcba23b19bf545ed7c3da5a9e0f82b6f378a48c485523c2e427854ea0452d	112738	4399	15	28	0	5	2	0	0	0
Assets/Prefabs/UI/Messages/Tool Crest Upgrade UI Msg.prefab	6072457412f837845aa0286b6e4ebbdb	0f557e8e67fa0d5b133630f1f7fe0e56c3dce58c9a6d39c76e80bc923e330e3c	52565	1878	12	27	0	4	2	0	0	0
Assets/Prefabs/UI/Messages/Tool Tutorial Msg.prefab	51eebbfed094a6c4b98aa66eeeabbcd8	94782018f91c69f85ff94915bd9b1f994bcd4349ce06d6f5a4f94fe8c7cb4b93	54152	1936	14	27	0	6	2	0	0	0
Assets/Prefabs/UI/Messages/Tool_Socket_Evolve_lvl1.prefab	048863e219d09c847889c329a40a469b	44227ec97cbb7b6e314b66b5c625234edf9c0365d8440186738cdb58e5b67a30	132221	5466	11	11	0	5	1	0	0	0
Assets/Prefabs/UI/Messages/Tool_Socket_Evolve_lvl2.prefab	d310d2fa000492b48b98236c4e278121	89f7962993b039dc2e2667f0d1833663261a7c5ba8af10c99e185a692ac2b83d	140138	5748	14	14	0	7	1	0	0	0
Assets/Prefabs/UI/Messages/UI Msg Crest Evolve.prefab	5d7c9eded15f499479d3a5747241689d	cd574429866233e354e83078c6be5665125edbfa9602746f9e1447692bbb9ae1	1144909	45750	63	74	7	24	7	0	0	0
Assets/Prefabs/UI/Messages/UI Msg Get Item Heart.prefab	8f503706d14e86b469257876dc98ee55	87089876061546058af6a40eac14fc57276b0c94c22c313413b332a8476b9ec4	100453	3572	9	22	1	4	2	0	0	0
Assets/Prefabs/UI/Messages/UI Msg Get Item Melody.prefab	e5e893a571af81940ab7883111118708	bb1f6cd24278031e95bbd885775453f2d9878654e44792eabfccf75800dfc524	87937	3142	9	21	1	4	2	0	0	0
Assets/Prefabs/UI/Messages/UI Msg Get Item White.prefab	f4daf5ad22b4c9f44a2340ebd5241c6b	ca9d2543e0394f6dd02b3d70bb47ef988ba93a4017de57ffa305bbe0a176eb89	746032	26549	12	31	13	5	2	0	0	0
Assets/Prefabs/UI/Messages/UI Msg Get Item.prefab	6ab5d407df1bd3c40973608b45df5235	e99215fb9fee0aa2ea20bab26245453cea1c805e7620781f636ad17ae857f885	1357986	48170	27	67	24	8	2	0	0	0
Assets/Prefabs/UI/Messages/UI Msg Get Map.prefab	39acf47f4413a754db3deec184ba22f0	93015374048855911bd57f0eb89b62885cef9e0b939006621b558af1ca0b4bef	567265	20230	13	35	13	5	2	0	0	0
Assets/Prefabs/UI/Permadeath Cheat Code Effect.prefab	e76bb35b02a55f24981ebde76cbef420	8f2c373b8dadee5b9730ea46b907bf96223f8f2402013f61426930566a23b590	15024	579	6	2	0	1	0	3	0	0
Assets/Prefabs/UI/Pre Menu/Language Selector.prefab	41153469354ede74c835850fdc8f53dc	0a42f7a6abf85411b9688662fbcd196d8d1605104b564424449a84fd6a011b38	245979	8283	88	101	0	0	39	1	0	0
Assets/Prefabs/UI/Quests/Flea Festival Score Board.prefab	d105330ebe8e8e74c9b0117fb82ae974	2076f2d866151f19ddde984307d614cd91d2ab7cd7a876ec3f65474ea7371f22	501016	18236	101	292	0	27	1	0	0	0
Assets/Prefabs/UI/Quests/Quest Board.prefab	2af982bb2ea343241be06a401ce6ad1a	237b166753c96ec31671bd760165eabf7a421655d4ec13ff497536c9dad16a8a	569593	22215	67	176	1	17	2	0	1	0
Assets/Prefabs/UI/Shop/Shop Menu.prefab	320b501a9f2bae7409ed6b698483f4fa	e2b6a6b26dc6c68c30104cc6a81a425b8938197e6bc1a30be74b3eb58e83b88f	1785958	65497	84	203	22	25	1	0	0	0
Assets/Prefabs/UI/Shop/Simple Shop Menu.prefab	9909f6145046ae947b47c6c3464249f9	b7083e11f62bd46d50335c9f21ea77ef1807b5155257a6f1f42cc9820eb8cd5d	441973	17358	54	115	1	15	1	0	0	0
Assets/Prefabs/UI/Silk Chunk.prefab	8fe243068a2b8a64d88a0568ecfde944	032b31c0c214e3a12b274645a04e17a9cc5626995b39e0ab59981a69b6159c8b	1294392	54870	37	25	0	3	1	1	0	0
Assets/Prefabs/UI/Silk Spool Desc Section.prefab	a8b1b39ce8dc61946964ca1672eb8347	216820db74bea25094bfb5c922686a1826bf751639db3457a7c4f8232d91d9b7	59149	2086	16	34	0	5	0	0	0	0
Assets/Prefabs/UI/Silk Spool UI.prefab	25cc526e9c3920f439270bb6bb68af53	226376ce2d3acdd895ae8234b72f1f9f62249112347e2313ff78b2a0bc707b89	258097	10409	10	16	3	4	1	0	0	0
Assets/Prefabs/UI/Tool Icon Change Effect.prefab	e3fd5209ae608a646be987c3aed71010	00de4046cb89c3c5324bed2d71d618c70cb3b10a61d935a0f40b9934e1305f7c	5530	182	1	5	0	0	0	0	0	0
Assets/Prefabs/UI/Tube Travel Map.prefab	2a72ba6338fa8064ca3fb53212724540	2f9b2442d0d443b29bb447c0d4f90559387ca3706e169fc0d50e3762bed5b142	1111827	44919	91	198	2	29	2	0	0	0
Assets/Prefabs/UI/Wish Granted Prompt New.prefab	3e302b1e28c431e45a2bf1b6bceb7593	ea1960f401a3953f35d80a76420d3192882aa9d92d96597878510bfc5e0cfba7	226227	8842	21	22	1	12	1	0	0	0
Assets/Prefabs/UI/Wish Promised Prompt.prefab	b70bc156b9689244dae3fb0ecc538252	697e4d4a527122978b808f563b4080eec524839ddbd974024ed1448d08055467	218971	8583	21	22	1	12	1	0	0	0
Assets/Prefabs/UI/_UIManager.prefab	b9f2afb9886920443a3230fdf43291c7	4d8da77e73ef29366238587c3564669b295672b4a398b8a7c9c82d78fe53246d	2944093	100236	947	1637	1	0	290	2	0	0
Assets/Resources/PlayMaker Unity 2D.prefab	5f8111610e7d1a44d86fbfdda68c59fe	420888c55b3d34ba75609a1603f28398887939d000790f1c7718cd6d554af35f	8010	287	1	8	1	0	0	0	0	0
Assets/Scenes/Cinematic_Ending_A.unity	6f4a01b5caf3f5347ae37da78f5f6ba9	865f798d5a2f13f6be5f35da3dc4cdeeb7cb545a0e9130972dc56532f98b0f2e	25360	976	5	11	1	1	0	1	1	0
Assets/Scenes/Cinematic_Ending_B.unity	def0c7b9098b92246af6ad7aa8464f42	dace63a91cb91a5264814747b81824478e32f577f9877b89e3478706da44bafe	25360	976	5	11	1	1	0	1	1	0
Assets/Scenes/Cinematic_Ending_C.unity	51892a6cbf1f06d489b6c6c1b2f90f73	f9e1cb1437dbfb7f5cdff7bd0b47dacb14cbadce597913f0acc5474c37e09e7a	28419	1106	6	11	1	1	0	2	1	0
Assets/Scenes/Cinematic_Ending_D.unity	6aabd14e48567244fbf05e97fb1e16cd	8e7ebb5c0aa3467277d6f79a2f56930ac7ff93e19ff7ab3c3366ba197668296e	28416	1106	6	11	1	1	0	2	1	0
Assets/Scenes/Cinematic_Ending_E.unity	e0a71ccebda10194ebd9fff674a236cd	5e1427708463498fe77ef02a7e3089a70d14c79856f24d518bb8c31d1fa87298	31208	1208	6	12	2	1	0	1	1	0
Assets/Scenes/Cinematic_MrMushroom.unity	724916d632e0eb24ab47d7bc0296da6b	d36376e13d597bb4f3d9feb598dba9d5655a318bff05c8005eb80b269f1ce380	73524	2768	9	17	3	2	0	2	1	0
Assets/Scenes/Cinematic_Stag_travel.unity	b0a78834705fba74282d6078bfe528bb	67c24932dcef9b9f204a51f22d1eebd689e427b7de1304d5a77875b614545efc	36795	1406	7	6	2	0	0	1	0	0
Assets/Scenes/Data/PermaDeath.unity	bf334234ff01f6842a053b28e5293805	c1f2cddd789ad6fba29678dd1b1a64a35e8f605fe2e51459b9c499c49a7856d6	218694	8790	27	30	3	13	1	5	0	0
Assets/Scenes/Demo_Scene.unity	daef30536adb541778379408e701a44d	49ca19de45cfb28a23928785c1237defb338a67d608b5bd860b8627e6242e619	9764	367	3	1	0	0	0	0	0	0
Assets/Scenes/End_Credits.unity	6f580cf372d18744cb4714e82c02a217	920581918f18f05bd1391a89e00cb1933b6957c53197e1e80cfcd2048f834b6d	3077677	127934	234	332	3	53	0	1	0	0
Assets/Scenes/End_Game_Completion.unity	ce70126e37174f54ab882e97fec299db	5fde6e76b414c87d2a22c73981e8698dd848b906f89ad1eab9e4dab877aa909d	2109292	87418	163	188	5	80	4	7	2	0
Assets/Scenes/Hornet/Abandoned_town.unity	0fe7cf4e2ac786d498fc84379dc2b610	25eb64bad5d12a0ba15c61984565b7dc4ae7a025abb9cec0a47a971529d6dbf4	10310919	401223	1914	498	17	1528	48	48	112	0
Assets/Scenes/Hornet/Abyss_01.unity	c22a070fb33c04a4f9434ed2035cccf2	a88e99ce20c8a900b5362bd6f127863daf7d5961f313c811cff7a918ab9d5823	8668131	335735	2005	577	3	1578	10	26	134	0
Assets/Scenes/Hornet/Abyss_02.unity	4fccc7637f934584d983970eccbaa550	c293c2b7916fcd402ab6f8091bfc5f0350fc3bbe25f841d8d7fe53476221f45c	16125593	654082	2057	917	5	1437	25	59	160	0
Assets/Scenes/Hornet/Abyss_02b.unity	eb34adf03d7a5b242a7b13ded3248274	48a14594d2fa5ef7d2b325f84dea9abd2baf4aec147a50a59edfa1f21bcbe438	19613407	788462	2805	1051	9	1982	29	78	253	0
Assets/Scenes/Hornet/Abyss_03.unity	faf129021125d1f418c336093467788c	5db2c93213b53e06de020bc5a3092d9f7807a8c5cf93a8a521156a0ad400f015	9236972	367003	1647	651	3	1199	11	32	163	0
Assets/Scenes/Hornet/Abyss_04.unity	93a01d3ffccbbf746b8db808a5909c72	bc800ec8f9ea6d224e9995d4dd1c8f7911d2c81e3b05a1238c81097e3a8ee547	10543293	413848	2153	626	2	1711	12	31	139	0
Assets/Scenes/Hornet/Abyss_05.unity	f8d6c7568a6d0784289ba611810b07bc	9ff92b09e739a634127431352414d6ad31b9b87b28b828ba3414c172eb216572	24871754	991012	3233	1782	49	2157	94	147	341	0
Assets/Scenes/Hornet/Abyss_06.unity	de2e05d168771304d8795cb534105084	8902643b394a9901c97f6224dc07ce08169baab288717162fd4184ee3c4c214a	4785285	191202	792	307	2	578	7	23	64	0
Assets/Scenes/Hornet/Abyss_07.unity	9508dccf2993e8a479df9f559870d376	8ca78f0050974e873255d06af5b5fb489553d6b60547f8082cf07532e8c55616	11498058	465131	1084	753	36	545	65	81	140	0
Assets/Scenes/Hornet/Abyss_08.unity	69a3244cfe0a1ef4883fc09ee884e1ba	66aa4cc214cf78d540ffd28425bc43510ea847f1755134ea814f1ee0fdcc1950	17451172	689172	2770	1092	20	2086	32	62	270	0
Assets/Scenes/Hornet/Abyss_09.unity	e514faf27ca4a7a4fbc2f6e175fdf479	86997ba1e5e885d8be78bbe88d96a294a7268f1ed6dfe9482029d3ffbc253d3b	127554419	5182965	14103	5139	90	8897	524	130	1615	0
Assets/Scenes/Hornet/Abyss_11.unity	a518445d7727d35448fd6bd4b90e4adc	12e01e7354a8c8f3c9e65ecd61db6e38e6413967e622bf00e4879b3674860b78	4185572	167228	696	316	2	495	5	12	69	0
Assets/Scenes/Hornet/Abyss_12.unity	363c7fbccad88aa4598973b49e7ebee9	7c6a2df2c775fb734efef046294fbf71499da1f5215557f99d7a35e0f3680428	3166783	120599	555	284	9	420	1	6	74	0
Assets/Scenes/Hornet/Abyss_13.unity	e9389121e14f10d479d26b541b0df702	0789b728a9cc973e1a27db4d1677acd38e23d3d65cde4a8c6861a44ae1e9f4b3	14157347	565022	2256	856	5	1681	19	40	189	0
Assets/Scenes/Hornet/Abyss_Cocoon.unity	e26f51053044bfd459219a2b808021aa	4c48ac6101374941d48b3035100f2ba89dbaaa40cfa1c65d5602a60b9904c111	54748353	2246430	4306	3150	61	2477	351	115	123	0
Assets/Scenes/Hornet/Ant_02.unity	4f4bb8f27de20384fa94038287759030	462f48832ff40353f6bcfbdc2a6c9f443c35a7570baba1c43293e8e52d609583	10298592	414338	1480	560	6	1059	16	26	142	0
Assets/Scenes/Hornet/Ant_03.unity	50bfa07cf4d42c14bad7088383bc71a5	dd5494a4c97bac7b9bafaccab6421d4c7b67516056fc40bbc8963c0d23015b29	9630176	381844	1542	635	15	1069	8	27	154	0
Assets/Scenes/Hornet/Ant_04.unity	90b264944aad7de49b89d2d1f23206ad	3e91dba67e30a05d7a35f926aa06ee5f35f7ba9033a15209be84387f0e58991f	18717589	732513	2496	945	22	1737	20	66	320	0
Assets/Scenes/Hornet/Ant_04_left.unity	2414af7febde1784099b379e3a53f642	e15d84b467dcf1aafcb7fd557d98df5c4af8e2c1200d934790537d94d4ec2e3b	19842701	782064	2511	1066	23	1690	18	74	326	0
Assets/Scenes/Hornet/Ant_04_mid.unity	2c68057e010014341a412ed260724d28	b76cb4a2ace106fb6830f0f56781654f239bd6edefe55bbb42877f7b7a85b758	28667558	1121357	2143	1488	52	1087	24	74	512	0
Assets/Scenes/Hornet/Ant_05b.unity	0c44e0b973e823846854cd421340d84c	8aafedd3ac729a23c9ba3d270f51dfd5001c7251c0b060f00e6092b008669aff	16042736	633439	1459	729	23	886	15	67	194	0
Assets/Scenes/Hornet/Ant_05c.unity	ace8e7326826505498f450c4991da0ec	b737c7d931e6c1af784435c73b953d5f9598990bd94629853dc3ee74ea9a7759	9456306	381645	1295	500	3	890	13	29	154	0
Assets/Scenes/Hornet/Ant_08.unity	4613f67a5e71566478c81224b2fdea85	58598bef3e27a669e700b42b80eb3a989a31d70268f93eef0d75448ad56aa500	32270748	1291698	2886	1697	45	1574	2	94	525	0
Assets/Scenes/Hornet/Ant_09.unity	62afffc56dd746646ad7c26b7552698f	1b0244454fcbb7fcf6380ac9416c1b6f08d8f47e5bd7a0069f5241e622a42272	12538117	493783	2067	685	13	1529	16	46	179	0
Assets/Scenes/Hornet/Ant_14.unity	74785f2ef7379f840861a0e572c1e11b	943386e61571d69da9f84358375df59713449bfb1644c19585a3de069acc6450	9126240	353970	1827	654	8	1409	5	34	163	0
Assets/Scenes/Hornet/Ant_17.unity	4f45c9bfa67f1d542814a5d7c3f8313d	bcf03621a93967852412166a36acb7144e26da53dc81ecc8edaf55edecd047c0	3494626	136320	410	165	11	299	3	12	43	0
Assets/Scenes/Hornet/Ant_19.unity	cd2d17136a6922e44a221260564d4777	304c96037d354b0fce59f390afa125bb7e17691d34353626a1671717ee8ba96d	32495191	1276542	4616	2150	63	3511	434	76	413	0
Assets/Scenes/Hornet/Ant_20.unity	71d3a6b527087314c8db24aa3c85b50d	621e5b069a1d5adf1c4b7cfe4bd3b7f3ae1673dab434b27b422a03c26351bf24	19091883	761779	2794	1183	17	2076	213	36	272	0
Assets/Scenes/Hornet/Ant_21.unity	1410e28d912747f48ba9120fc182ad03	35c6009e7de661d9fab0630ec688eb3fb937c27978226a6f5236b078643a1a6e	14465784	574595	1297	822	22	713	18	42	277	0
Assets/Scenes/Hornet/Ant_Merchant.unity	605beabd1c404fc4fabcdf4540d872b9	af0d905a30c0a0dcb5cc4ff28c1f2fca96891039ca30d3a0790bf70b7bbcabf1	10491859	422088	1598	518	8	1189	9	49	177	0
Assets/Scenes/Hornet/Ant_Queen.unity	ac44b57496ad4324fa20e32d17e35bd6	bc55b888db0a211a25d2915f4418edffe58d119f4494e9c2006902808b1eedc7	3163069	123059	543	197	10	421	12	12	37	0
Assets/Scenes/Hornet/Aqueduct_01.unity	1e261fb32d0dbcd469aafbe4293f242b	d75427c76030877d162bcf3fe0b5ad259dfe253650ca9103f3d0e06ca7d8e9ea	36452075	1467256	3533	1635	52	2072	258	145	408	0
Assets/Scenes/Hornet/Aqueduct_02.unity	55b3a209ac59a71498ed36da9e8b3c34	c65934c3dbc9ef97a3894a5bc731e6882464439f39e5ea3e6f51ecce2ead31c4	16723918	672485	1841	793	24	1227	34	55	215	0
Assets/Scenes/Hornet/Aqueduct_03.unity	d54c949ff7702524bac184ab3daf7b55	c2e54346451357c26e522b80f138fe35a37176a7edb50683d12b4abb91993d33	34261002	1375153	3448	1780	50	1970	246	138	461	0
Assets/Scenes/Hornet/Aqueduct_04.unity	21a4d7d0a9b701f4cac4803f27824a31	d4fd7a1864e91b194b8d00bc5e934b6ccb593a9c43404ad4e1b30089289c77e3	26879794	1083545	2682	957	40	1809	121	88	295	0
Assets/Scenes/Hornet/Aqueduct_05.unity	cd7fbbec63964fe4a9f5b3f4f9742ac0	f7757e8f93275c6a502261911031c870885dcbcd298ab6144d81a540527e9114	13943718	536408	2680	558	18	2051	44	25	226	0
Assets/Scenes/Hornet/Aqueduct_05_caravan.unity	da972b9268c38b44c93be8b4d16e9286	f6c29ff851b577648ef69e027c94e4b59811ea7068dfa4c8908ed2fb70da6c47	7504870	287197	477	618	43	189	8	45	120	0
Assets/Scenes/Hornet/Aqueduct_05_festival.unity	ef4faeadfd5088d49b7b490e0170d3ad	3ed4fe5e86e6013c4f3c818255d7e8bd730acd98e5ace6da0c984f61b27f1d31	38995751	1526141	2430	3025	231	860	30	218	405	0
Assets/Scenes/Hornet/Aqueduct_05_pre.unity	6c01a1fb608f6f543955254bf5dd874a	75117f4ceacb895e3b06ab0abf850237401d288c50f1ec51f560445a8ccbdf07	1139024	42291	68	82	8	36	0	1	5	0
Assets/Scenes/Hornet/Aqueduct_06.unity	8c33a7d96d234e641a2b2590f8fbe3f0	4a3235e265a19fe3554d03005f8a0089e9620824e3525894eb7bd9dd2871c8d5	24189902	960573	2877	1143	33	1911	74	102	297	0
Assets/Scenes/Hornet/Aqueduct_07.unity	aa1f633f58f7eae468ce86da9387a97a	32c15085f7b5fab63fe9114e023c3bfa1240c4fa665796bcc569368f02331ad8	12361355	503274	1017	599	18	576	10	43	149	0
Assets/Scenes/Hornet/Aqueduct_08.unity	e46fd943e3af4cd4a81179d41b7b26a6	a5f632adf507c4bf786f482455146bf1193d23d02fc914a502b47acc9c619169	5618316	221322	606	283	14	395	11	30	85	0
Assets/Scenes/Hornet/Arborium_01.unity	d536d8ec5078b2a409f623ce4622f1ea	7bc6fa18386126ba9eb35c332f8066e81a2f2a40907e2ed49c17a569414bafe4	13167453	517537	2519	1301	11	1726	12	41	368	0
Assets/Scenes/Hornet/Arborium_02.unity	b44d1f60a8689594b87efd486e8d3a10	5bf943d26c484a547c8560a40fe073d8d3f80f640ef373283ff056a7347e2e19	9643693	374042	1478	623	21	1045	15	41	195	0
Assets/Scenes/Hornet/Arborium_03.unity	169b19ed8b0c10a418f56803ab9a535b	4aa4858d83afb59aec6a8209164bca33fc32e05434cf1ada4f2bb584ca1462f9	10591884	419052	1604	606	13	1113	8	31	179	0
Assets/Scenes/Hornet/Arborium_04.unity	93984933402699d4ebe14fa13cecca28	d8e6b11709d1b1e335c4816dba7ddb333fa758c55869ba4f7b288d0c32313882	9486701	364766	1662	646	23	1276	44	48	156	0
Assets/Scenes/Hornet/Arborium_05.unity	5fe9315fd4d6a774b9978c9d64b43dbd	ddeaf8693408cf4947c03ab85cba34b0f431550130aff9fac0d8f50ac5354e76	9557468	376896	1465	531	19	1075	24	32	170	0
Assets/Scenes/Hornet/Arborium_06.unity	120cb06dd58be5f49a8b55a27c46490e	3409c66a16ae5919f6345cb76e2a0fe3c4d21ca405e81624879028456b775240	17783303	725023	1709	869	22	1169	0	10	197	0
Assets/Scenes/Hornet/Arborium_07.unity	fb13052494e832f4686bf97322e2eca8	c3a24b76adf6979463be69c58e321227e7fb0ad19bbbca7efe5145a2deb4f227	10421354	409048	1925	1044	13	1220	10	37	228	0
Assets/Scenes/Hornet/Arborium_08.unity	fef2d684538c7f74c80b004ec0e36266	6e7a24a905bf0063f24491086ae3bae9f24d6efe4cd05db1066f4fdc3fbe91a5	8471370	334405	1575	518	4	1170	6	20	200	0
Assets/Scenes/Hornet/Arborium_09.unity	41ee438c53780a447a89a8da2a8aac98	1ddc3a3076db8d945c6e5aab891f282a33f9930382989d5b60a101218a84059b	14804469	567364	3280	1453	18	2599	8	37	354	0
Assets/Scenes/Hornet/Arborium_10.unity	fbede6442d7cff742aff6971ba164f59	f2905065bad4e7e09b157586af32beb8d36e1fb05f09203fb104f81f37a9719b	2856076	112880	625	159	2	481	31	6	42	0
Assets/Scenes/Hornet/Arborium_11.unity	e7c81cce0bc98a74290ae00b42f98210	db08ae90665a602f3a3353ffc02188a3a2f5660ca76b6d309add789c5d60605c	20302527	790532	2596	1214	85	1762	15	70	301	0
Assets/Scenes/Hornet/Arborium_Tube.unity	cfde020e98b91c44fa3f64ab48184c32	d9f5ce4262094cd18c7706de2606a2751fa825dabc90c2d9ceeafb02cd28f1e0	2904525	116543	423	140	5	288	4	4	41	0
Assets/Scenes/Hornet/Aspid_01.unity	de4a25da46d1b7a42a74cba711a6ef62	c042091c19a2be06b7b56cc8bc6676f1e414f2456b1b35ac13c0433b619a5eba	19175277	737687	3391	1208	38	2484	17	55	372	0
Assets/Scenes/Hornet/Bellshrine.unity	0b8a2c10dda9a7a4da11db02c4c349aa	a7b6d02cdbc44e11410dd7f8199737cf9a5719eb62cb8b8e114281a199be8a22	4337514	173053	382	213	20	244	23	2	25	0
Assets/Scenes/Hornet/Bellshrine_02.unity	a7249e4f10ae4ba4e89f35e334de4f93	7377aac9af1aa315b1a4ce68a4ab8797a4f5f755972141b0aec331b64919138b	4729687	188664	459	217	21	311	23	2	27	0
Assets/Scenes/Hornet/Bellshrine_03.unity	7cc4e90ee5c05ea48a107465002016c2	e7b82031621d992acb1c0d4a93bb6b68937981841814f26215051e66f52917e9	5232391	208245	573	284	20	380	24	4	32	0
Assets/Scenes/Hornet/Bellshrine_05.unity	dbf8f457d0544724c898156ab23b03fa	18e2e27430c5336c555ebf62729466a67d7b5ac05392a25021e2766128b8cb3e	7063437	286566	607	318	23	371	31	10	50	0
Assets/Scenes/Hornet/Bellshrine_Coral.unity	d8c7247f09c04384ba31398cc10e0930	a356608114f2e6cd369f36e648def8c1802becd13f59f4d225121df1444cbb79	7279347	298235	450	187	10	272	1	3	36	0
Assets/Scenes/Hornet/Bellshrine_Enclave.unity	221eb6eaf211da149ae86c235f14bfd8	8f6628b36a0abd0d35732ad0851ee24b8d76d132bff4656ee2204c6a1dd5fecf	5089384	201427	668	296	21	448	22	2	27	0
Assets/Scenes/Hornet/Bellshrine_Lore_Additive.unity	decad7fff3698374ba2286ba67646e0c	76501cfd4061139ed6550fd3f92efe7b5e197d64399fae18c77ca18a7cdcf58e	73217	2118	23	10	0	14	0	0	2	0
Assets/Scenes/Hornet/Belltown.unity	80918293e0858224f9e758c06888f6e5	9472589edcecb58ddc42d29a2cf1cbe636e8590703192f1d708a82752c66c5ce	16630447	633974	3018	1348	57	2227	65	72	253	0
Assets/Scenes/Hornet/Belltown_04.unity	a6745e5b4c74bb144aa83ca89b43d638	79cb9ddae413ecad7067483a8307b9544471b3af2e40dd60d1ac1f0176b99af5	21853880	862838	3131	1108	34	2331	51	50	424	0
Assets/Scenes/Hornet/Belltown_06.unity	74bcdaa8b4f40e04a870b8ee2a5a74e0	5d1f95b4d9c9901f4ba6137bdf3f02aff776286ddbcc268b56d7ee44a13c4dc1	6810524	263372	1560	384	10	1215	8	17	157	0
Assets/Scenes/Hornet/Belltown_07.unity	2bc5fcd19605a2146b6a0ce58080dc92	fa40ace380df730d7565fbdba3ae2c4772343d8c1ad67be62b0b0b798f2ab446	5629705	220072	1176	290	6	953	10	21	77	0
Assets/Scenes/Hornet/Belltown_08.unity	a869007860c07a04ea3a56155dc62eda	18f8c4437e78e0424eb7b6b424eb3ed390f4d05c3b421d8f5aef524596057838	16741299	688806	1445	511	11	902	16	14	98	0
Assets/Scenes/Hornet/Belltown_Room_Relic.unity	b4a5c30fddcc1a047817b6489bcc896d	4cb9ae15a6f98dda561718ffd90eb517c541a26d0e66dfb88aed5a57abbee256	1880714	74522	169	201	10	68	5	8	28	0
Assets/Scenes/Hornet/Belltown_Room_Spare.unity	3e9cd676451d73e49b68aca895e0feaf	b1fff6cdbd5581b6b45f3d689ebce7fcaa58d7b29717ff359e19e3281a14a1a9	8359791	307807	448	528	106	227	22	15	40	0
