source	component_id	owner_id	owner_name	owner_hierarchy	line	target_scene	entry_point	is_door	entry_delay	always_enter_left	always_enter_right
Assets/Scenes/Hornet/Dust_Maze_02.unity	11264	870	bot1	bot1	706949	'[dynamic]'	top1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_02.unity	11265	977	left1	left1	706997	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_02.unity	11266	1579	left2	left2	707045	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_02.unity	11267	1826	right1	right1	707093	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_03.unity	9210	20	left2	left2	548451	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_03.unity	9211	365	right1	right1	548499	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_03.unity	9212	1236	top1	top1	548547	'[dynamic]'	bot1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_03.unity	9213	1373	left1	left1	548595	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_04.unity	10499	580	bot1	bot1	661646	'[dynamic]'	top1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_04.unity	10500	826	top1 (1)	top1 (1)	661694	'[dynamic]'	bot1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_04.unity	10501	929	left1	left1	661742	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_04.unity	10502	1019	top1	top1	661790	'[dynamic]'	bot1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_04.unity	10503	1381	right1	right1	661838	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_05.unity	11023	804	left1	left1	682484	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_05.unity	11024	984	right1	right1	682532	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_05.unity	11025	1598	top1	top1	682580	'[dynamic]'	bot1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_05.unity	11026	1869	bot1	bot1	682628	'[dynamic]'	top1	0	0	1	0
Assets/Scenes/Hornet/Dust_Maze_05.unity	11027	1998	right2	right2	682676	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_06.unity	10714	806	left1	left1	570699	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_06.unity	10715	988	right1	right1	570747	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_06.unity	10716	1608	top1	top1	570795	'[dynamic]'	bot1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_07.unity	5443	457	top1	top1	290657	'[dynamic]'	bot1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_07.unity	5444	506	left1	left1	290705	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_07.unity	5445	753	bot1	bot1	290753	'[dynamic]'	top1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_08.unity	8819	169	top1	top1	460188	'[dynamic]'	bot1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_08.unity	8820	474	right2	right2	460236	'[dynamic]'	left2	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_08.unity	8821	918	right3	right3	460284	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_08.unity	8822	1623	left1	left1	460332	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_08_completed.unity	8966	563	right2	right2	429870	Dust_09	left2	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_08_completed.unity	8967	1041	right1	right1	429918	Dust_05	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_09_entrance.unity	3264	405	right1	right1	157361	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_09_entrance.unity	3265	643	left1	left1	157409	'[dynamic]'	right3	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_Last_Hall.unity	2332	232	right1	right1	143737	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_Last_Hall.unity	2333	300	left1	left1	143785	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_crossing.unity	3279	293	right1	right1	158262	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_crossing.unity	3280	380	left1	left1	158310	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Shack.unity	1173	79	left1	left1	115710	Dust_04	door1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_01.unity	10265	93	bot1	Floor Control Scene/bot1	945550	Bone_East_11	top1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_01.unity	10266	182	right3	right3	945598	Greymoor_02	left3	0	0	0	0
Assets/Scenes/Hornet/Greymoor_01.unity	10267	231	left2	left2	945646	Greymoor_13	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_01.unity	10268	397	right2	right2	945694	Bellshrine_02	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_01.unity	10269	666	left1	left1	945742	Greymoor_12	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_01.unity	10270	985	right1	right1	945790	Greymoor_02	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_02.unity	13780	524	left2	left2	1084917	Bellshrine_02	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_02.unity	13781	930	left3	left3	1084965	Greymoor_01	right3	0	0	0	0
Assets/Scenes/Hornet/Greymoor_02.unity	13782	1255	right2	right2	1085013	Greymoor_17	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_02.unity	13783	1366	right3	right3	1085061	Greymoor_15	left3	0	0	0	0
Assets/Scenes/Hornet/Greymoor_02.unity	13784	1508	left1	left1	1085109	Greymoor_01	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_02.unity	13785	2137	right1	right1	1085157	Greymoor_15	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_03.unity	15801	134	right5	right5	1211579	Greymoor_24	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_03.unity	15802	521	left2	left2	1211627	Greymoor_04	right2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_03.unity	15803	546	right2	right2	1211675	Greymoor_12	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_03.unity	15804	628	left3	left3	1211723	Halfway_01	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_03.unity	15805	894	right1	right1	1211771	Dust_01	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_03.unity	15806	1466	right3	right3	1211819	Greymoor_13	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_03.unity	15807	1597	left1	left1	1211867	Greymoor_04	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_03.unity	15808	1749	right4	right4	1211915	Halfway_01	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_04.unity	10775	244	left2	left2	1091305	Greymoor_10	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_04.unity	10776	255	right2	right2	1091353	Greymoor_03	left2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_04.unity	10777	434	right1	right1	1091401	Greymoor_03	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_04.unity	10778	489	left3	left3	1091449	Greymoor_05	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_04.unity	10779	775	left1	left1	1091497	Greymoor_11	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_05.unity	10909	154	right2	right2	925131	Bellway_04	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_05.unity	10910	995	left2	left2	925179	Greymoor_06	right4	0	0	0	0
Assets/Scenes/Hornet/Greymoor_05.unity	10911	1215	left1	left1	925227	Greymoor_06	right3	0	0	0	0
Assets/Scenes/Hornet/Greymoor_05.unity	10912	1445	right1	right1	925275	Greymoor_04	left3	0	0	0	0
Assets/Scenes/Hornet/Greymoor_06.unity	11747	134	right4	right4	930855	Greymoor_05	left2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_06.unity	11748	413	left3	left3	930903	Greymoor_07	right2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_06.unity	11749	430	right2	right2	930951	Greymoor_10	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_06.unity	11750	688	right1	right1	930999	Greymoor_11	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_06.unity	11751	1234	left1	left1	931047	Wisp_03	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_06.unity	11752	1701	top1	top1	931095	Wisp_04	bot1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_06.unity	11753	1753	right3	right3	931143	Greymoor_05	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_06.unity	11754	1937	left2	left2	931191	Greymoor_07	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_07.unity	13033	449	right2	right2	1136810	Greymoor_06	left3	0	0	0	0
Assets/Scenes/Hornet/Greymoor_07.unity	13034	475	right1	right1	1136858	Greymoor_06	left2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_07.unity	13035	946	left1	left1	1136906	Greymoor_20b	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_07.unity	13036	933	bot1	bot1	1136954	Greymoor_08	top1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_08.unity	9120	901	right1	right1	668696	Greymoor_16	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_08.unity	9121	1185	top1	top1	668744	Greymoor_07	bot1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_08.unity	9122	1206	left2	left2	668792	Belltown_06	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_08_caravan.unity	1927	34	door1	Caravan/Caravan Scenery/door1	288618	Room_Caravan_Interior	right1	1	0	0	0
Assets/Scenes/Hornet/Greymoor_08_caravan.unity	1928	40	door2	Caravan/door2	288666	Room_Caravan_Spa	left1	1	0	0	0
Assets/Scenes/Hornet/Greymoor_08_caravan.unity	1929	121	door_caravanTravelEnd	Caravan/door_caravanTravelEnd	288714			0	0	1	0
Assets/Scenes/Hornet/Greymoor_10.unity	4913	371	left1	left1	368423	Greymoor_06	right2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_10.unity	4914	528	right1	right1	368471	Greymoor_04	left2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_11.unity	8351	348	left1	left1	628036	Greymoor_06	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_11.unity	8352	886	right1	right1	628084	Greymoor_04	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_12.unity	9647	303	left1	left1	829177	Greymoor_03	right2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_12.unity	9648	832	right1	right1	829225	Greymoor_01	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_13.unity	6699	299	left1	left1	628954	Greymoor_03	right3	0	0	0	0
Assets/Scenes/Hornet/Greymoor_13.unity	6700	364	bot1	bot1	629002	Greymoor_21	top1	0	0	0	1
Assets/Scenes/Hornet/Greymoor_13.unity	6701	775	right1	right1	629050	Greymoor_01	left2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_15.unity	8794	374	left3	left3	701364	Greymoor_02	right3	0	0	0	0
Assets/Scenes/Hornet/Greymoor_15.unity	8795	632	right2	right2	701412	Greymoor_15b	left2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_15.unity	8796	903	left1	left1	701460	Greymoor_02	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_15.unity	8797	1248	right3	right3	701508	Greymoor_15b	left3	0	0	0	0
Assets/Scenes/Hornet/Greymoor_15b.unity	34497	1038	top1	top1	3206710	Greymoor_22	bot1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_15b.unity	34498	1594	left2	left2	3206758	Greymoor_15	right2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_15b.unity	34499	2469	right1	right1	3206806	Clover_01	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_15b.unity	34500	2947	door1	door1	3206854	Room_CrowCourt	left1	1	0	0	0
Assets/Scenes/Hornet/Greymoor_15b.unity	34501	3199	left3	left3	3206902	Greymoor_15	right3	0	0	0	0
Assets/Scenes/Hornet/Greymoor_16.unity	13064	400	left1	left1	904441	Greymoor_08	right1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_16.unity	13065	1950	top1	top1	904489	Bellway_04	bot1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_17.unity	3041	74	left1	left1	176249	Greymoor_02	right2	0	0	0	0
Assets/Scenes/Hornet/Greymoor_17.unity	3042	373	top1	top1	176297	Dust_11	bot1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_20b.unity	4136	131	door1	Chapel Door Control/door1	345079	Greymoor_20c	left1	1	0	0	1
Assets/Scenes/Hornet/Greymoor_20b.unity	4137	460	right1	right1	345127	Greymoor_07	left1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_20c.unity	12749	160	left1	left1	786025	Greymoor_20b	door1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_20c.unity	12750	2822	door_memoryEnd	door_memoryEnd	786073			0	0	1	0
Assets/Scenes/Hornet/Greymoor_21.unity	2215	283	top1	top1	196854	Greymoor_13	bot1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_22.unity	6688	384	bot1	bot1	436579	Greymoor_15b	top1	0	0	0	0
Assets/Scenes/Hornet/Greymoor_24.unity	4204	406	left1	left1	367797	Greymoor_03	right5	0	0	0	0
Assets/Scenes/Hornet/Halfway_01.unity	3141	180	right1	right1	263885	Greymoor_03	left3	0	0	0	0
Assets/Scenes/Hornet/Halfway_01.unity	3142	314	left1	left1	263933	Greymoor_03	right4	0	0	0	0
Assets/Scenes/Hornet/Halfway_01.unity	3143	530	bot1	cellar trapdoor set/bot1	263981	Ant_08	top1	1	0	1	0
Assets/Scenes/Hornet/Hang_01.unity	5244	466	right2	right2	364254	Song_17	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_01.unity	5245	526	right1	right1	364302	Hang_02	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_02.unity	4614	260	right1	right1	384038	Hang_03	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_02.unity	4615	438	left1	left1	384086	Hang_01	right1	0	0	0	0
Assets/Scenes/Hornet/Hang_03.unity	6179	97	top1	top1	471192	Hang_03_top	bot1	0	0	0	0
Assets/Scenes/Hornet/Hang_03.unity	6180	156	right1	right1	471240	Hang_13	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_03.unity	6181	302	left2	left2	471288	Hang_15	right1	0	0	0	0
Assets/Scenes/Hornet/Hang_03.unity	6182	516	right2	right2	471336	Hang_10	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_03.unity	6183	843	left1	left1	471384	Hang_02	right1	0	0	0	0
Assets/Scenes/Hornet/Hang_03_top.unity	5485	654	bot1	bot1	403343	Hang_03	top1	0	0	0	1
Assets/Scenes/Hornet/Hang_04.unity	4444	466	left1	left1	313198	Hang_12	right1	0	0	0	0
Assets/Scenes/Hornet/Hang_04.unity	4445	678	right1	right1	313246	Hang_06	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_06.unity	5561	5	door1	door1	305344	Hang_06_bank	left1	1	0	0	0
Assets/Scenes/Hornet/Hang_06.unity	5562	104	left1	left1	305392	Hang_04	right1	0	0	0	0
Assets/Scenes/Hornet/Hang_06.unity	5563	160	bot1	bot1	305440	Hang_07	top1	0	0	0	0
Assets/Scenes/Hornet/Hang_06.unity	5564	785	right1	right1	305488	Hang_06b	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_06.unity	5565	963	top1	top1	305536	Hang_08	bot1	0	0	0	0
Assets/Scenes/Hornet/Hang_06_bank.unity	10727	1467	left1	left1	792027	Hang_06	door1	0	0	0	0
Assets/Scenes/Hornet/Hang_06b.unity	2995	39	left1	left1	309800	Hang_06	right1	0	0	0	0
Assets/Scenes/Hornet/Hang_06b.unity	2996	583	door_tubeEnter	new_scene/City Travel Tube/door_tubeEnter	309848			1	0	0	0
Assets/Scenes/Hornet/Hang_07.unity	6382	257	left1	left1	530265	Song_11	right2	0	0	0	0
Assets/Scenes/Hornet/Hang_07.unity	6383	591	right1	right1	530313	Cog_Dancers	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_07.unity	6384	670	bot1	bot1	530361	Song_09	top1	0	0	0	0
Assets/Scenes/Hornet/Hang_07.unity	6385	769	top1	top1	530409	Hang_06	bot1	0	0	0	0
Assets/Scenes/Hornet/Hang_08.unity	10221	345	left3	left3	649314	Hang_10	right1	0	0	0	0
Assets/Scenes/Hornet/Hang_08.unity	10222	386	bot1	bot1	649362	Hang_06	top1	0	0	0	0
Assets/Scenes/Hornet/Hang_08.unity	10223	582	left4	left4	649410	Hang_16	right1	0	0	0	0
Assets/Scenes/Hornet/Hang_08.unity	10224	1164	right2	right2	649458	Cog_11_Destroyed	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_08.unity	10225	1271	right1	right1	649506	Hang_17b	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_08.unity	10226	1429	left2	left2	649554	Hang_09	right1	0	0	0	0
Assets/Scenes/Hornet/Hang_08.unity	10227	1609	left1	left1	649602	Hang_13	right1	0	0	0	0
Assets/Scenes/Hornet/Hang_09.unity	3820	440	right1	right1	204838	Hang_08	left2	0	0	0	0
Assets/Scenes/Hornet/Hang_10.unity	4552	16	left1	left1	356911	Hang_03	right2	0	0	0	0
Assets/Scenes/Hornet/Hang_10.unity	4553	511	right1	right1	356959	Hang_08	left3	0	0	0	0
Assets/Scenes/Hornet/Hang_12.unity	3509	527	right1	right1	211380	Hang_04	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_13.unity	6059	405	right1	right1	470327	Hang_08	left1	0	0	0	0
Assets/Scenes/Hornet/Hang_13.unity	6060	673	left1	left1	470375	Hang_03	right1	0	0	0	0
Assets/Scenes/Hornet/Hang_14.unity	7978	318	left1	left1	807513	Hang_16	door1	0	0	0	0
Assets/Scenes/Hornet/Hang_15.unity	1847	285	right1	right1	114765	Hang_03	left2	0	0	0	0
Assets/Scenes/Hornet/Hang_16.unity	2886	267	right1	right1	142168	Hang_08	left4	0	0	0	0
Assets/Scenes/Hornet/Hang_16.unity	2887	392	door1	door1	142216	Hang_14	left1	1	0	0	0
Assets/Scenes/Hornet/Hang_17b.unity	4126	77	left1	left1	279337	Hang_08	right1	0	0	0	0
Assets/Scenes/Hornet/Last_Dive.unity	481	80	door_cutscenePosition	Scene Control/door_cutscenePosition	53713			0	0	0	0
Assets/Scenes/Hornet/Last_Dive_Return.unity	456	73	door_cutscenePosition	Scene Control/door_cutscenePosition	43558			0	0	0	0
Assets/Scenes/Hornet/Library_01.unity	12724	104	right2	right2	928871	Library_04	left2	0	0	0	0
Assets/Scenes/Hornet/Library_01.unity	12725	166	left2	left2	928919	Library_03	right1	0	0	0	0
Assets/Scenes/Hornet/Library_01.unity	12726	444	right1	right1	928967	Library_04	left1	0	0	0	0
Assets/Scenes/Hornet/Library_01.unity	12727	903	left1	left1	929015	Library_02	right1	0	0	0	0
Assets/Scenes/Hornet/Library_01.unity	12728	917	left3	left3	929063	Library_15	right1	0	0	0	0
Assets/Scenes/Hornet/Library_02.unity	14222	165	left1	left1	1329178	Song_20b	right3	0	0	0	0
Assets/Scenes/Hornet/Library_02.unity	14223	376	left2	left2	1329226	Song_20b	right2	0	0	0	0
Assets/Scenes/Hornet/Library_02.unity	14224	823	right2	GameObject/right2	1329274	Song_Enclave	left2	0	0	0	0
Assets/Scenes/Hornet/Library_02.unity	14225	1270	right1	GameObject/right1	1329322	Library_01	left1	0	0	0	0
Assets/Scenes/Hornet/Library_03.unity	11455	434	left1	left_side/left1	632753	Song_20	right4	0	0	0	0
Assets/Scenes/Hornet/Library_03.unity	11456	1024	right1	right1	632801	Library_01	left2	0	0	0	0
Assets/Scenes/Hornet/Library_04.unity	28765	110	top1	top1	1880063	Song_Enclave	bot1	0	0	0	0
Assets/Scenes/Hornet/Library_04.unity	28766	770	right6	right6	1880111	Library_14	left1	0	0	0	0
Assets/Scenes/Hornet/Library_04.unity	28767	1642	right3	right3	1880159	Library_05	left1	0	0	0	0
Assets/Scenes/Hornet/Library_04.unity	28768	2065	left4	left4	1880207	Library_16	right1	0	0	0	0
Assets/Scenes/Hornet/Library_04.unity	28769	2400	left3	left3	1880255	Library_13b	right1	0	0	0	0
Assets/Scenes/Hornet/Library_04.unity	28770	2483	left2	left2	1880303	Library_01	right2	0	0	0	0
Assets/Scenes/Hornet/Library_04.unity	28771	2777	right4	right4	1880351	Library_05	left2	0	0	0	0
Assets/Scenes/Hornet/Library_04.unity	28772	3422	right1	right1	1880399	Library_09	left1	0	0	0	0
Assets/Scenes/Hornet/Library_04.unity	28773	3702	left1	left1	1880447	Library_01	right1	0	0	0	0
Assets/Scenes/Hornet/Library_04.unity	28774	3730	right5	right5	1880495	Library_10	left1	0	0	0	0
Assets/Scenes/Hornet/Library_04.unity	28775	4024	right2	right2	1880543	Library_08	left1	0	0	0	0
Assets/Scenes/Hornet/Library_05.unity	8165	170	left2	left2	477899	Library_04	right4	0	0	0	0
Assets/Scenes/Hornet/Library_05.unity	8166	293	right2	right2	477947	Library_06	left2	0	0	0	0
Assets/Scenes/Hornet/Library_05.unity	8167	759	right1	right1	477995	Library_06	left1	0	0	0	0
Assets/Scenes/Hornet/Library_05.unity	8168	1341	left1	left1	478043	Library_04	right3	0	0	0	0
Assets/Scenes/Hornet/Library_06.unity	9323	350	left2	left2	616851	Library_05	right2	0	0	0	0
Assets/Scenes/Hornet/Library_06.unity	9324	791	right1	right1	616899	Library_07	left2	0	0	0	0
Assets/Scenes/Hornet/Library_06.unity	9325	1108	left1	left1	616947	Library_05	right1	0	0	0	0
Assets/Scenes/Hornet/Library_07.unity	13088	884	left1	left1	898923	Library_08	right1	0	0	0	0
Assets/Scenes/Hornet/Library_07.unity	13089	921	left2	left2	898971	Library_06	right1	0	0	0	0
Assets/Scenes/Hornet/Library_07.unity	13090	942	bot2	bot2	899019	Shadow_22	top2	0	0	0	0
Assets/Scenes/Hornet/Library_07.unity	13091	1378	bot3	bot3	899067	Shadow_22	top3	0	0	0	0
Assets/Scenes/Hornet/Library_07.unity	13092	2295	top1	top1	899115	Library_09	bot1	0	0	0	0
Assets/Scenes/Hornet/Library_07.unity	13093	2377	bot1	bot1	899163	Shadow_22	top1	0	0	0	0
Assets/Scenes/Hornet/Library_08.unity	9575	448	right1	right1	570096	Library_07	left1	0	0	0	0
Assets/Scenes/Hornet/Library_08.unity	9576	1076	left1	left1	570144	Library_04	right2	0	0	0	0
Assets/Scenes/Hornet/Library_09.unity	13009	945	bot1	bot1	908453	Library_07	top1	0	0	0	0
Assets/Scenes/Hornet/Library_09.unity	13010	2535	left1	left1	908501	Library_04	right1	0	0	0	0
Assets/Scenes/Hornet/Library_10.unity	5646	63	bot1	bot1	459798	Library_12b	top1	0	0	0	0
Assets/Scenes/Hornet/Library_10.unity	5647	502	left1	left1	459846	Library_04	right5	0	0	0	0
Assets/Scenes/Hornet/Library_11.unity	6514	231	right2	right2	268709	Library_12	left2	0	0	0	0
Assets/Scenes/Hornet/Library_11.unity	6515	330	left1	Move Up/left1	268757	Library_13	right2	0	0	0	0
Assets/Scenes/Hornet/Library_11.unity	6516	451	left3	left3	268805	Library_11b	right1	0	0	0	0
Assets/Scenes/Hornet/Library_11.unity	6517	614	right1	right1	268853	Library_12	left1	0	0	0	0
Assets/Scenes/Hornet/Library_11.unity	6518	1588	left2	Move Up/left2	268901	Bellway_City	right1	0	0	0	0
Assets/Scenes/Hornet/Library_11b.unity	23137	789	right1	door states (1)/right1	1972804	Library_11	left3	0	0	0	0
Assets/Scenes/Hornet/Library_11b.unity	23138	1440	left3	Library_11b_top/left3	1972852	Under_17	right1	0	0	0	0
Assets/Scenes/Hornet/Library_12.unity	15730	269	left1	left1	1073643	Library_11	right1	0	0	0	0
Assets/Scenes/Hornet/Library_12.unity	15731	1338	left2	left2	1073691	Library_11	right2	0	0	0	0
Assets/Scenes/Hornet/Library_12.unity	15732	2611	door1	door1	1073739	Organ_01	left3	1	0	0	0
Assets/Scenes/Hornet/Library_12.unity	15733	2711	right1	right1	1073787	Library_12b	left1	0	0	0	0
Assets/Scenes/Hornet/Library_12b.unity	6345	149	left1	left1	339392	Library_12	right1	0	0	0	0
Assets/Scenes/Hornet/Library_12b.unity	6346	1386	top1	top1	339440	Library_10	bot1	0	0	0	0
Assets/Scenes/Hornet/Library_13.unity	14920	602	right1	right1	1780595	Library_13b	left1	0	0	0	0
Assets/Scenes/Hornet/Library_13.unity	14921	1290	left1	left1	1780643	Song_20	right5	0	0	0	0
Assets/Scenes/Hornet/Library_13.unity	14922	1336	right2	right2	1780691	Library_11	left1	0	0	0	0
Assets/Scenes/Hornet/Library_13b.unity	3978	65	left1	left1	236041	Library_13	right1	0	0	0	0
Assets/Scenes/Hornet/Library_13b.unity	3979	403	right1	right1	236089	Library_04	left3	0	0	0	0
Assets/Scenes/Hornet/Library_14.unity	3456	301	left1	left1	287017	Library_04	right6	0	0	0	0
Assets/Scenes/Hornet/Library_15.unity	5787	313	right1	right1	482373	Library_01	left3	0	0	0	0
Assets/Scenes/Hornet/Library_16.unity	2168	160	right1	right1	203272	Library_04	left4	0	0	0	0
Assets/Scenes/Hornet/Memory_Ant_Queen.unity	10014	1776	door_wakeInMemory	door_wakeInMemory	1506529			0	0	0	1
Assets/Scenes/Hornet/Memory_Coral_Tower.unity	66457	12596	door_wakeInMemory	Door Get Up/door_wakeInMemory	9036244			0	0	0	1
Assets/Scenes/Hornet/Memory_First_Sinner.unity	9986	1929	door_wakeOnGround	Memory Control/door_wakeOnGround	883508			0	0	0	1
Assets/Scenes/Hornet/Memory_Needolin.unity	9423	556	right1	right1	1138473	Memory_Needolin	left1	0	0	0	0
Assets/Scenes/Hornet/Memory_Needolin.unity	9424	1037	left1	left1	1138521	Memory_Needolin	right1	0	0	0	0
Assets/Scenes/Hornet/Memory_Needolin.unity	9425	1568	door_wakeOnGround	Memory Control/door_wakeOnGround	1138569			0	0	0	1
Assets/Scenes/Hornet/Memory_Red.unity	43135	10212	top1	Memory Control/top1	3010094		bot1	0	0	0	1
Assets/Scenes/Hornet/Memory_Red.unity	43136	11625	door_wakeInMemory	Memory Control/door_wakeInMemory	3010142			0	0	0	1
Assets/Scenes/Hornet/Memory_Red.unity	43137	12099	door_wakeInRedMemory Root	Memory Control/door_wakeInRedMemory Root	3010190			0	0	1	0
Assets/Scenes/Hornet/Memory_Red.unity	43138	12100	door_wakeInRedMemory Beast	Memory Control/door_wakeInRedMemory Beast	3010238			0	0	1	0
Assets/Scenes/Hornet/Memory_Red.unity	43139	12101	door_wakeInRedMemory Hive	Memory Control/door_wakeInRedMemory Hive	3010286			0	0	1	0
Assets/Scenes/Hornet/Memory_Red.unity	43140	12685	door_enterRedMemory Weaver	Memory Control/door_enterRedMemory Weaver	3010334	Memory_Red	door_wakeInRedMemory Weaver	1	0	0	0
Assets/Scenes/Hornet/Memory_Red.unity	43141	12742	door_wakeInRedMemory Weaver	Memory Control/door_wakeInRedMemory Weaver	3010382			0	0	1	0
Assets/Scenes/Hornet/Memory_Red.unity	43142	12902	door_enterRedMemory Beast	Memory Control/door_enterRedMemory Beast	3010430	Memory_Red	door_wakeInRedMemory Beast	1	0	0	0
