source	component_id	owner_id	clip_index	clip_name	line	fps	wrap_mode	loop_start	frame_count	event_frames_zero_based	collection_guids
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	371	Exit To Idle	19430	12	2	2	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	372	Ring Grab Rail	19441	24	1	11	22	2|7	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	373	Idle BG	19578	12	0	0	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	374	TurnToFG	19613	12	2	0	2		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	375	Taunt Back End	19630	12	1	9	15		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	376	HardLand Greymoor	19725	12	2	0	17		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	377	TurnToBG Loop	19832	12	1	2	7		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	378	TurnFromBG Loop	19879	12	1	5	11		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	379	Updraft Rise Turn	19950	15	1	2	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	380	Kneeling	19985	12	6	7	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	381	Collect Memory Orb	19996	15	1	1	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	382	Silk Charge End	20031	17	1	4	7		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	383	Silk Bomb Loop	20078	15	1	1	4		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	384	Silk Bomb Recover	20107	12	2	1	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	385	Silk Bomb Antic Q	20118	15	2	0	2		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	386	Dash Attack Antic Long	20135	12	2	0	3		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	387	Land Q	20158	24	2	0	8		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	388	Look Up Talk	20211	12	0	1	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	389	LookDown Windy	20252	12	1	1	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	390	LookDownEnd Windy	20293	12	2	1	2		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	391	LookUp Windy	20310	12	1	1	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	392	LookUpEnd Windy	20351	12	2	1	2		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	393	Weak Flinch To Idle	20368	12	1	5	11	6	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	394	Weak TryAttack	20439	12	1	3	9	4	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	395	Weak TryJumpAntic	20498	12	2	9	2		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	396	Slash Land	20515	18	2	0	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	397	Grab Escape	20550	18	2	1	3		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	398	Wall Scramble End	20573	12	2	0	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	399	Taunt Idle	20584	12	0	0	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	400	Taunt End to Idle	20619	12	1	4	10		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	401	Abyss Kneel Idle	20684	12	0	0	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	402	Abyss Kneel Turn Back	20719	12	2	1	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	403	Abyss Kneel Back Idle	20730	12	0	1	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	404	Abyss Kneel Back Talk	20765	12	0	1	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	405	Abyss Kneel to Stand	20800	12	2	0	7		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	406	AirSphere RepeatAntic	20847	30	2	0	3		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	407	Somersault Pin Drop	20870	15	1	3	6	1	f20d510a40424b54897da5b62ae1b395
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	408	Weaver Pray Prepare Front	20911	12	1	2	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	409	Needolin Play High	20952	12	0	1	12		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	410	Needolin Play Low	21029	12	0	1	12		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	411	Bind Silk FirstWeaver	21106	24	2	0	34		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	412	Taunt Rings	21315	24	2	0	23	6|9	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	413	Bonked	21458	12	2	0	8		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	414	Bonked Land	21511	15	2	0	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	415	Silk Boss Needle Cast	21546	15	2	0	9	4	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	416	FallToProstrate	21605	12	2	0	3		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	417	ProstrateRiseToKneel	21628	12	1	5	8		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	418	Kneel To Prostrate	21681	15	2	5	4		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	419	LookDown Slight	21710	12	1	1	7		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	420	Needolin Play Low Transition	21762	12	2	0	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	421	Needolin Play High Transition	21773	12	2	1	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	422	Fast Travel Leap	21784	15	1	5	9	4	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	423	LookDown Slight End	21843	12	2	1	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	424	Parry Stance Ground	21854	15	2	2	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	425	Parry Recover Ground	21889	12	2	0	3		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	426	Slash To Run	21912	15	2	3	3		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	427	Dash Attack Antic Short	21935	12	2	0	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	428	Needolin Prompted Idle	21946	15	0	2	5		f20d510a40424b54897da5b62ae1b395
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	429	Needolin Prompted Start	21981	15	2	0	6		3f4d9d6376d359348a4555fe49e6ca15|f20d510a40424b54897da5b62ae1b395
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	430	Needolin Prompted Play Start	22027	15	2	0	3		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	431	Needolin Prompted Play End	22050	15	2	0	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	432	Hurt To Idle	22061	12	2	4	4		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	433	Challenge Talk Idle Start	22090	12	1	5	11		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	434	Challenge Talk End ToIdle	22161	12	1	5	11		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	435	Challenge Talk End ToTalk	22232	12	1	5	11		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	436	Look Down Talk	22303	12	0	1	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	437	Bonked Fast	22344	16	2	0	8	5	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	438	Bind Silk Quick	22402	20	2	0	14		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	439	Prostrate Rise Slow	22491	12	2	0	23	1|18	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	440	Ring Look Up End	22634	12	1	1	10		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	441	Ring Look Down End	22699	12	1	1	10		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	442	Super Jump Thread	22764	30	2	16	16		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	443	Wall Scramble Mantle	22865	25	2	0	2		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	444	Blue Health Over Burst	22882	15	1	25	29	24	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	445	Taunt Straight Back Q	23061	12	1	2	7		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	446	Wall Scramble Quickened	23108	11	2	2	7		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	447	Wall Scramble Antic	23155	12	2	2	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	448	Bind Silk Loop	23166	28.333332	1	2	12		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	449	Weak Rise To Idle	23243	12	1	4	10	5	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	450	Idle To Run Short	23308	15	2	9	8	0|3|6	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	451	Dash To Run	23361	15	2	4	5	0	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	452	TurnToChallengeTalk	23396	12	1	4	10		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	453	Wound Double Strike	23466	16	2	3	4		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	454	Walljump Somersault	23495	15	2	0	14		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	455	Silk Charge Zap	23584	24	2	1	4		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	456	Silk Charge Antic Zap	23613	24	2	0	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	457	Silk Charge Recover Zap	23654	16	2	0	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	458	Wall Scramble Repeat	23665	12	2	2	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	459	Scuttle Climb End	23700	15	2	0	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	460	Scuttle TurnToLoop	23711	15	1	4	7	1|2|3|4|5|6	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	461	BindCharge Witch Long	23758	14	1	10	14	9	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	462	BindCharge Witch Quick	23847	15	1	5	9	4	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	463	ToChallengeTalk	23906	12	1	4	9		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	464	LookingUp	23965	12	0	2	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	465	TurnToChallengeIdle	24006	12	1	4	10		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	466	Challenge Strong	24071	12	1	5	10	2	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	467	ChallengeStrongToIdle	24136	12	2	1	4		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	468	Fast Travel Fail	24165	12	2	3	13		f20d510a40424b54897da5b62ae1b395
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	469	Look Up Half Flinch	24248	12	1	3	9		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	470	Turn Quick	24307	12	2	0	2	1	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	471	ProstrateRiseToKneel NoLoop	24324	12	2	5	8		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	472	Needolin Deep End	24377	12	2	0	25	11	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	473	Sprintmaster Low	24532	12	1	2	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	474	Idle Hurt Talk	24573	12	0	2	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	475	Idle Hurt Listen	24614	12	0	2	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	476	Beastling Call Fail Windy	24655	12	2	0	16		f20d510a40424b54897da5b62ae1b395
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	477	Idle Hurt Talk Turn Backward	24756	12	2	0	2		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	478	Idle Hurt Talk Turn Forward	24773	12	2	0	2		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	479	Idle Hurt Listen Backward	24790	12	0	0	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	480	Hurt Talk Up	24831	12	0	2	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	481	Hurt Listen Up	24866	12	1	2	7		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	482	Hurt Listen Down	24913	12	0	0	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	483	Hurt Talk Down	24954	12	0	0	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	484	Hurt Look Down Windy	24995	12	1	1	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	485	Idle Hurt Windy	25036	12	1	2	7		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	486	Idle Hurt Listen Windy	25083	12	0	2	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	487	Idle Hurt Talk Windy	25118	12	0	2	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	488	Hurt Talk Up Windy	25153	12	0	2	5		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	489	Hurt Look Up Windy	25188	12	1	1	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	490	Hurt Look Up	25229	12	1	2	7		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	491	Hurt Look Down	25276	12	0	0	6		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	492	Hurt Look Up End	25317	12	2	0	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	493	Hurt Look Up Windy End	25328	12	2	0	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	494	Hurt Look Down Windy End	25339	12	2	1	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	495	Super Jump Thread Loop	25350	20	0	16	9		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	496	Weak Walk Faster	25409	14	1	2	14	2|8	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	497	Run To Walk Weak	25498	15	2	0	1		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	498	Idle To Run Weak	25509	15	2	9	10	3|8	3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	499	Roar To LookUp	25574	12	1	8	14		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Knight.prefab	114724804207875695	1709254077376921	500	Look Up Half End ToIdle	25668	12	1	1	7		3f4d9d6376d359348a4555fe49e6ca15
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	0	Antic	48	12	2	2	5		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	1	Throw Start	83	12	2	0	8		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	2	Throw	136	12	1	1	3		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	3	Throw Pull	159	30	6	0	1		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	4	Catch	170	23	2	0	4		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	5	Idle	199	12	1	2	7		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	6	Dash	246	12	2	0	3		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	7	Recover	269	12	2	0	4		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	8	Evade	298	24	2	0	8	6	3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	9	Land	351	12	2	0	7		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	10	Leap Rise	398	12	2	2	3		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	11	Roar	421	12	1	5	7	3	3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	12	Spin Start	468	15	2	0	8		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	13	Spinning	521	12	1	3	6		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	14	Spin Attack	562	24	1	6	10	1|2|3|4|5|6	3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	15	TurnToIdle	627	12	1	4	9		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	16	Stun Air	686	30	6	0	1		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	17	Stun Ground	697	12	1	1	3		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	18	Leap Fall	720	12	2	0	3		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	19	Spin End	743	12	2	0	4		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	20	Evade Antic	772	12	2	0	2		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	21	Dash Land	789	15	2	0	2		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	22	Pull Antic	806	12	2	0	1		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	23	Stun Recover	817	12	2	0	5		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	24	Roar Glow	852	12	0	0	2		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	25	Intro Appear	869	12	1	1	3		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	26	Intro Leap	892	12	2	0	3		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	27	Charge Antic	915	12	1	2	4	2	3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	28	Charge	944	12	2	0	3	1	3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	29	Charge End	967	12	2	0	10		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	30	Stomp Leap	1032	12	2	3	7		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	31	Stomp	1079	30	6	0	1		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	32	Stomp Land	1090	12	2	0	3		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	33	Stomp Recover	1113	15	2	0	6		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	34	Sing	1154	14	1	4	7		3336476a6a9f1c04494c903542a7a257
Assets/Animations/Last Judge Anim.prefab	114724804207875695	1709254077376921	35	Sing End	1206	12	2	3	2		3336476a6a9f1c04494c903542a7a257
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	0	Idle	48	12	0	0	14		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	1	Idle Hit	137	18	2	0	18		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	2	Jump	250	16	0	0	3		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	3	Leave	273	12	2	0	8		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	4	Rest	326	12	0	0	5		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	5	Rest Hit	361	12	2	0	38		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	6	Turn Back	594	12	2	0	15		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	7	Silent	689	30	0	0	1		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	8	Rocket Antic	700	15	2	2	15		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	9	Sing	795	12	1	3	8		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	10	Sing End	848	12	2	3	3		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	11	Appear Twirl	871	12	2	0	39		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	12	Fay Talk	1110	12	0	0	5		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	13	Turn to Fay Talk	1145	12	2	0	13		849569bfc37fb1647b56825cac7428d1
Assets/Animations/NPC/Mr Mushroom Anim.prefab	114724804207875695	1709254077376921	14	Fay Talk to Idle	1233	12	2	0	12		849569bfc37fb1647b56825cac7428d1
